02912	28806023	com	Open COM3 @ 115200 baud Ctrl-X (UsbSerial)
05351	29104782	tx	[3F]
05352	29104788	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05353	29105032	tx	[3F]
05354	29105038	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05355	29105283	tx	[3F]
05356	29105289	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05357	29105533	tx	[3F]
05358	29105538	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05359	29105783	tx	[3F]
05360	29105788	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05361	29106034	tx	[3F]
05362	29106039	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05363	29106282	tx	[3F]
05364	29106288	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05365	29106532	tx	[3F]
05366	29106538	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05367	29106783	tx	[3F]
05368	29106791	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|WCO:0.000,0.000,0.000>\r
05369	29107032	tx	[3F]
05370	29107039	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|Ov:100,100,100>\r
05371	29107283	tx	[3F]
05372	29107289	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05373	29107532	tx	[3F]
05374	29107537	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05375	29107783	tx	[3F]
05376	29107788	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05377	29108032	tx	[3F]
05378	29108037	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05379	29108282	tx	[3F]
05380	29108288	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05381	29108532	tx	[3F]
05382	29108537	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05383	29108783	tx	[3F]
05384	29108789	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05385	29109032	tx	[3F]
05386	29109038	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05387	29109283	tx	[3F]
05388	29109290	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|WCO:0.000,0.000,0.000>\r
05389	29109533	tx	[3F]
05390	29109540	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|Ov:100,100,100>\r
05391	29109783	tx	[3F]
05392	29109788	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05393	29110032	tx	[3F]
05394	29110038	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05395	29110283	tx	[3F]
05396	29110289	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05397	29110533	tx	[3F]
05398	29110539	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05399	29110783	tx	[3F]
05400	29110789	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05401	29111033	tx	[3F]
05402	29111041	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05403	29111283	tx	[3F]
05404	29111290	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05405	29111533	tx	[3F]
05406	29111538	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05407	29111783	tx	[3F]
05408	29111790	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|WCO:0.000,0.000,0.000>\r
05409	29112038	tx	[3F]
05410	29112055	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|Ov:100,100,100>\r
05411	29112282	tx	[3F]
05412	29112288	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05413	29112544	tx	[3F]
05414	29112557	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05415	29112783	tx	[3F]
05416	29112789	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05417	29113033	tx	[3F]
05418	29113057	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05419	29113283	tx	[3F]
05420	29113288	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05421	29113533	tx	[3F]
05422	29113539	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05423	29113783	tx	[3F]
05424	29113789	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05425	29114033	tx	[3F]
05426	29114038	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05427	29114283	tx	[3F]
05428	29114291	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|WCO:0.000,0.000,0.000>\r
05429	29114533	tx	[3F]
05430	29114540	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|Ov:100,100,100>\r
05431	29114782	tx	[3F]
05432	29114788	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05433	29115032	tx	[3F]
05434	29115038	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05435	29115282	tx	[3F]
05436	29115287	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05437	29115533	tx	[3F]
05438	29115539	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05439	29115783	tx	[3F]
05440	29115788	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05441	29116033	tx	[3F]
05442	29116040	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05443	29116283	tx	[3F]
05444	29116288	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05445	29116533	tx	[3F]
05446	29116538	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05447	29116784	tx	[3F]
05448	29116791	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|WCO:0.000,0.000,0.000>\r
05449	29117034	tx	[3F]
05450	29117040	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|Ov:100,100,100>\r
05451	29117284	tx	[3F]
05452	29117289	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05453	29117532	tx	[3F]
05454	29117537	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05455	29117782	tx	[3F]
05456	29117787	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05457	29118033	tx	[3F]
05458	29118038	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05459	29118287	tx	[3F]
05460	29118294	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05461	29118533	tx	[3F]
05462	29118538	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05463	29118783	tx	[3F]
05464	29118788	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05465	29119033	tx	[3F]
05466	29119038	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05467	29119282	tx	[3F]
05468	29119290	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|WCO:0.000,0.000,0.000>\r
05469	29119533	tx	[3F]
05470	29119539	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|Ov:100,100,100>\r
05471	29119782	tx	[3F]
05472	29119787	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05473	29120033	tx	[3F]
05474	29120038	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05475	29120282	tx	[3F]
05476	29120287	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05477	29120534	tx	[3F]
05478	29120541	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05479	29120783	tx	[3F]
05480	29120788	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05481	29121032	tx	[3F]
05482	29121038	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05483	29121286	tx	[3F]
05484	29121291	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05485	29121532	tx	[3F]
05486	29121538	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05487	29121783	tx	[3F]
05488	29121791	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|WCO:0.000,0.000,0.000>\r
05489	29122032	tx	[3F]
05490	29122042	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|Ov:100,100,100>\r
05491	29122282	tx	[3F]
05492	29122288	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05493	29122532	tx	[3F]
05494	29122539	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05495	29122785	tx	[3F]
05496	29122800	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05497	29123032	tx	[3F]
05498	29123038	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05499	29123282	tx	[3F]
05500	29123288	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05501	29123533	tx	[3F]
05502	29123539	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05503	29123783	tx	[3F]
05504	29123798	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05505	29124032	tx	[3F]
05506	29124038	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05507	29124287	tx	[3F]
05508	29124298	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|WCO:0.000,0.000,0.000>\r
05509	29124533	tx	[3F]
05510	29124540	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|Ov:100,100,100>\r
05511	29124782	tx	[3F]
05512	29124788	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05513	29125033	tx	[3F]
05514	29125039	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05515	29125300	tx	[3F]
05516	29125311	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05517	29125534	tx	[3F]
05518	29125539	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05519	29125784	tx	[3F]
05520	29125791	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05521	29126033	tx	[3F]
05522	29126039	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05523	29126286	tx	[3F]
05524	29126292	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05525	29126533	tx	[3F]
05526	29126538	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05527	29126782	tx	[3F]
05528	29126791	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|WCO:0.000,0.000,0.000>\r
05529	29127032	tx	[3F]
05530	29127039	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|Ov:100,100,100>\r
05531	29127282	tx	[3F]
05532	29127288	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05533	29127533	tx	[3F]
05534	29127539	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05535	29127782	tx	[3F]
05536	29127788	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05537	29128032	tx	[3F]
05538	29128038	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05539	29128283	tx	[3F]
05540	29128289	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05541	29128533	tx	[3F]
05542	29128538	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05543	29128783	tx	[3F]
05544	29128789	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05545	29129033	tx	[3F]
05546	29129038	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05547	29129283	tx	[3F]
05548	29129291	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|WCO:0.000,0.000,0.000>\r
05549	29129533	tx	[3F]
05550	29129539	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|Ov:100,100,100>\r
05551	29129782	tx	[3F]
05552	29129788	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05553	29130033	tx	[3F]
05554	29130039	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05555	29130282	tx	[3F]
05556	29130288	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05557	29130533	tx	[3F]
05558	29130539	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05559	29130782	tx	[3F]
05560	29130788	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05561	29131032	tx	[3F]
05562	29131038	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05563	29131282	tx	[3F]
05564	29131288	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05565	29131533	tx	[3F]
05566	29131539	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05567	29131782	tx	[3F]
05568	29131789	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|WCO:0.000,0.000,0.000>\r
05569	29132032	tx	[3F]
05570	29132039	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|Ov:100,100,100>\r
05571	29132282	tx	[3F]
05572	29132287	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05573	29132534	tx	[3F]
05574	29132539	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05575	29132784	tx	[3F]
05576	29132789	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05577	29133032	tx	[3F]
05578	29133040	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05579	29133283	tx	[3F]
05580	29133288	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05581	29133532	tx	[3F]
05582	29133539	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05583	29133782	tx	[3F]
05584	29133788	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05585	29134032	tx	[3F]
05586	29134037	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05587	29134282	tx	[3F]
05588	29134290	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|WCO:0.000,0.000,0.000>\r
05589	29134534	tx	[3F]
05590	29134541	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|Ov:100,100,100>\r
05591	29134783	tx	[3F]
05592	29134788	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05593	29135033	tx	[3F]
05594	29135041	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05595	29135283	tx	[3F]
05596	29135290	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05597	29135533	tx	[3F]
05598	29135543	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05599	29135782	tx	[3F]
05600	29135787	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05601	29136033	tx	[3F]
05602	29136039	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05603	29136283	tx	[3F]
05604	29136289	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05605	29136532	tx	[3F]
05606	29136538	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05607	29136783	tx	[3F]
05608	29136791	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|WCO:0.000,0.000,0.000>\r
05609	29137032	tx	[3F]
05610	29137040	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|Ov:100,100,100>\r
05611	29137283	tx	[3F]
05612	29137289	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05613	29137532	tx	[3F]
05614	29137538	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05615	29137782	tx	[3F]
05616	29137788	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05617	29138033	tx	[3F]
05618	29138040	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05619	29138283	tx	[3F]
05620	29138289	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05621	29138533	tx	[3F]
05622	29138539	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05623	29138782	tx	[3F]
05624	29138788	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05625	29139032	tx	[3F]
05626	29139038	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05627	29139282	tx	[3F]
05628	29139289	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|WCO:0.000,0.000,0.000>\r
05629	29139532	tx	[3F]
05630	29139539	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|Ov:100,100,100>\r
05631	29139783	tx	[3F]
05632	29139788	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05633	29140032	tx	[3F]
05634	29140038	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05635	29140282	tx	[3F]
05636	29140288	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05637	29140532	tx	[3F]
05638	29140538	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05639	29140783	tx	[3F]
05640	29140788	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05641	29141032	tx	[3F]
05642	29141039	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05643	29141282	tx	[3F]
05644	29141288	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05645	29141532	tx	[3F]
05646	29141538	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05647	29141782	tx	[3F]
05648	29141789	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|WCO:0.000,0.000,0.000>\r
05649	29142033	tx	[3F]
05650	29142040	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|Ov:100,100,100>\r
05651	29142282	tx	[3F]
05652	29142287	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05653	29142532	tx	[3F]
05654	29142538	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05655	29142782	tx	[3F]
05656	29142788	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05657	29143032	tx	[3F]
05658	29143038	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05659	29143282	tx	[3F]
05660	29143288	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05661	29143535	tx	[3F]
05662	29143541	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05663	29143782	tx	[3F]
05664	29143789	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05665	29144032	tx	[3F]
05666	29144038	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05667	29144282	tx	[3F]
05668	29144289	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|WCO:0.000,0.000,0.000>\r
05669	29144533	tx	[3F]
05670	29144541	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|Ov:100,100,100>\r
05671	29144794	tx	[3F]
05672	29144802	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05673	29145032	tx	[3F]
05674	29145038	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05675	29145283	tx	[3F]
05676	29145289	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05677	29145532	tx	[3F]
05678	29145538	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05679	29145783	tx	[3F]
05680	29145789	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05681	29146032	tx	[3F]
05682	29146037	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05683	29146283	tx	[3F]
05684	29146289	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05685	29146532	tx	[3F]
05686	29146537	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05687	29146783	tx	[3F]
05688	29146790	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|WCO:0.000,0.000,0.000>\r
05689	29147033	tx	[3F]
05690	29147040	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|Ov:100,100,100>\r
05691	29147283	tx	[3F]
05692	29147289	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05693	29147532	tx	[3F]
05694	29147537	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05695	29147782	tx	[3F]
05696	29147788	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05697	29148033	tx	[3F]
05698	29148038	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05699	29148282	tx	[3F]
05700	29148288	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05701	29148533	tx	[3F]
05702	29148539	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05703	29148783	tx	[3F]
05704	29148788	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05705	29149032	tx	[3F]
05706	29149037	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05707	29149283	tx	[3F]
05708	29149291	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|WCO:0.000,0.000,0.000>\r
05709	29149534	tx	[3F]
05710	29149541	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|Ov:100,100,100>\r
05711	29149782	tx	[3F]
05712	29149788	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05713	29150033	tx	[3F]
05714	29150038	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05715	29150282	tx	[3F]
05716	29150288	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05717	29150532	tx	[3F]
05718	29150537	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05719	29150783	tx	[3F]
05720	29150788	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05721	29151032	tx	[3F]
05722	29151037	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05723	29151282	tx	[3F]
05724	29151288	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05725	29151532	tx	[3F]
05726	29151537	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05727	29151782	tx	[3F]
05728	29151789	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|WCO:0.000,0.000,0.000>\r
05729	29152033	tx	[3F]
05730	29152040	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|Ov:100,100,100>\r
05731	29152282	tx	[3F]
05732	29152288	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05733	29152533	tx	[3F]
05734	29152538	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05735	29152782	tx	[3F]
05736	29152788	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05737	29153032	tx	[3F]
05738	29153038	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05739	29153283	tx	[3F]
05740	29153288	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05741	29153534	tx	[3F]
05742	29153539	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05743	29153783	tx	[3F]
05744	29153789	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05745	29154032	tx	[3F]
05746	29154038	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05747	29154284	tx	[3F]
05748	29154292	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|WCO:0.000,0.000,0.000>\r
05749	29154532	tx	[3F]
05750	29154540	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|Ov:100,100,100>\r
05751	29154783	tx	[3F]
05752	29154788	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05753	29155032	tx	[3F]
05754	29155039	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05755	29155283	tx	[3F]
05756	29155288	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05757	29155534	tx	[3F]
05758	29155540	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05759	29155783	tx	[3F]
05760	29155788	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05761	29156032	tx	[3F]
05762	29156038	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05763	29156282	tx	[3F]
05764	29156287	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05765	29156533	tx	[3F]
05766	29156539	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05767	29156783	tx	[3F]
05768	29156791	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|WCO:0.000,0.000,0.000>\r
05769	29157032	tx	[3F]
05770	29157039	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|Ov:100,100,100>\r
05771	29157283	tx	[3F]
05772	29157289	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05773	29157532	tx	[3F]
05774	29157538	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05775	29157783	tx	[3F]
05776	29157789	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05777	29158033	tx	[3F]
05778	29158038	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05779	29158285	tx	[3F]
05780	29158291	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05781	29158532	tx	[3F]
05782	29158537	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05783	29158782	tx	[3F]
05784	29158788	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05785	29159032	tx	[3F]
05786	29159045	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05787	29159282	tx	[3F]
05788	29159290	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|WCO:0.000,0.000,0.000>\r
05789	29159536	tx	[3F]
05790	29159550	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|Ov:100,100,100>\r
05791	29159782	tx	[3F]
05792	29159788	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05793	29160034	tx	[3F]
05794	29160061	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05795	29160282	tx	[3F]
05796	29160288	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05797	29160532	tx	[3F]
05798	29160557	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05799	29160783	tx	[3F]
05800	29160788	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05801	29161033	tx	[3F]
05802	29161038	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05803	29161282	tx	[3F]
05804	29161288	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05805	29161533	tx	[3F]
05806	29161538	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05807	29161782	tx	[3F]
05808	29161789	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|WCO:0.000,0.000,0.000>\r
05809	29162032	tx	[3F]
05810	29162040	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|Ov:100,100,100>\r
05811	29162283	tx	[3F]
05812	29162288	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05813	29162533	tx	[3F]
05814	29162539	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05815	29162782	tx	[3F]
05816	29162788	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05817	29163032	tx	[3F]
05818	29163037	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05819	29163283	tx	[3F]
05820	29163288	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05821	29163533	tx	[3F]
05822	29163539	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05823	29163783	tx	[3F]
05824	29163788	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05825	29164033	tx	[3F]
05826	29164038	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
05827	29164283	tx	[3F]
