02912	28806023	com	Open COM3 @ 115200 baud Ctrl-X (UsbSerial)
06731	29277282	tx	[3F]
06732	29277287	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06733	29277532	tx	[3F]
06734	29277538	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06735	29277782	tx	[3F]
06736	29277788	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06737	29278032	tx	[3F]
06738	29278037	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06739	29278282	tx	[3F]
06740	29278287	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06741	29278533	tx	[3F]
06742	29278538	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06743	29278782	tx	[3F]
06744	29278787	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06745	29279033	tx	[3F]
06746	29279038	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06747	29279282	tx	[3F]
06748	29279290	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|WCO:0.000,0.000,0.000>\r
06749	29279532	tx	[3F]
06750	29279539	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|Ov:100,100,100>\r
06751	29279783	tx	[3F]
06752	29279788	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06753	29280032	tx	[3F]
06754	29280038	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06755	29280282	tx	[3F]
06756	29280288	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06757	29280532	tx	[3F]
06758	29280538	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06759	29280783	tx	[3F]
06760	29280788	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06761	29281033	tx	[3F]
06762	29281038	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06763	29281283	tx	[3F]
06764	29281288	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06765	29281532	tx	[3F]
06766	29281538	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06767	29281783	tx	[3F]
06768	29281790	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|WCO:0.000,0.000,0.000>\r
06769	29282033	tx	[3F]
06770	29282040	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|Ov:100,100,100>\r
06771	29282282	tx	[3F]
06772	29282287	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06773	29282533	tx	[3F]
06774	29282539	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06775	29282782	tx	[3F]
06776	29282787	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06777	29283032	tx	[3F]
06778	29283037	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06779	29283282	tx	[3F]
06780	29283287	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06781	29283532	tx	[3F]
06782	29283538	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06783	29283784	tx	[3F]
06784	29283789	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06785	29284033	tx	[3F]
06786	29284039	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06787	29284283	tx	[3F]
06788	29284291	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|WCO:0.000,0.000,0.000>\r
06789	29284533	tx	[3F]
06790	29284539	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|Ov:100,100,100>\r
06791	29284783	tx	[3F]
06792	29284789	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06793	29285032	tx	[3F]
06794	29285038	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06795	29285282	tx	[3F]
06796	29285288	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06797	29285532	tx	[3F]
06798	29285538	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06799	29285783	tx	[3F]
06800	29285788	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06801	29286033	tx	[3F]
06802	29286039	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06803	29286282	tx	[3F]
06804	29286288	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06805	29286532	tx	[3F]
06806	29286539	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06807	29286783	tx	[3F]
06808	29286790	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|WCO:0.000,0.000,0.000>\r
06809	29287032	tx	[3F]
06810	29287040	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|Ov:100,100,100>\r
06811	29287282	tx	[3F]
06812	29287288	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06813	29287534	tx	[3F]
06814	29287539	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06815	29287783	tx	[3F]
06816	29287792	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06817	29288033	tx	[3F]
06818	29288039	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06819	29288285	tx	[3F]
06820	29288292	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06821	29288532	tx	[3F]
06822	29288537	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06823	29288783	tx	[3F]
06824	29288789	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06825	29289033	tx	[3F]
06826	29289039	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06827	29289282	tx	[3F]
06828	29289289	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|WCO:0.000,0.000,0.000>\r
06829	29289533	tx	[3F]
06830	29289541	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|Ov:100,100,100>\r
06831	29289783	tx	[3F]
06832	29289789	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06833	29290032	tx	[3F]
06834	29290038	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06835	29290282	tx	[3F]
06836	29290288	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06837	29290533	tx	[3F]
06838	29290538	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06839	29290782	tx	[3F]
06840	29290787	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06841	29291032	tx	[3F]
06842	29291037	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06843	29291282	tx	[3F]
06844	29291287	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06845	29291533	tx	[3F]
06846	29291538	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06847	29291782	tx	[3F]
06848	29291791	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|WCO:0.000,0.000,0.000>\r
06849	29292033	tx	[3F]
06850	29292041	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|Ov:100,100,100>\r
06851	29292284	tx	[3F]
06852	29292289	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06853	29292533	tx	[3F]
06854	29292538	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06855	29292783	tx	[3F]
06856	29292788	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06857	29293032	tx	[3F]
06858	29293037	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06859	29293283	tx	[3F]
06860	29293288	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06861	29293532	tx	[3F]
06862	29293537	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06863	29293783	tx	[3F]
06864	29293788	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06865	29294033	tx	[3F]
06866	29294038	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06867	29294282	tx	[3F]
06868	29294289	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|WCO:0.000,0.000,0.000>\r
06869	29294532	tx	[3F]
06870	29294538	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|Ov:100,100,100>\r
06871	29294783	tx	[3F]
06872	29294788	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06873	29295034	tx	[3F]
06874	29295039	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06875	29295282	tx	[3F]
06876	29295288	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06877	29295533	tx	[3F]
06878	29295538	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06879	29295782	tx	[3F]
06880	29295788	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06881	29296033	tx	[3F]
06882	29296038	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06883	29296283	tx	[3F]
06884	29296289	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06885	29296533	tx	[3F]
06886	29296538	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06887	29296782	tx	[3F]
06888	29296790	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|WCO:0.000,0.000,0.000>\r
06889	29297033	tx	[3F]
06890	29297039	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|Ov:100,100,100>\r
06891	29297283	tx	[3F]
06892	29297288	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06893	29297533	tx	[3F]
06894	29297539	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06895	29297782	tx	[3F]
06896	29297787	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06897	29298032	tx	[3F]
06898	29298038	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06899	29298283	tx	[3F]
06900	29298289	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06901	29298532	tx	[3F]
06902	29298539	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06903	29298782	tx	[3F]
06904	29298788	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06905	29299032	tx	[3F]
06906	29299039	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06907	29299283	tx	[3F]
06908	29299291	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|WCO:0.000,0.000,0.000>\r
06909	29299532	tx	[3F]
06910	29299539	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|Ov:100,100,100>\r
06911	29299784	tx	[3F]
06912	29299789	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06913	29300033	tx	[3F]
06914	29300045	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06915	29300282	tx	[3F]
06916	29300288	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06917	29300534	tx	[3F]
06918	29300545	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06919	29300782	tx	[3F]
06920	29300787	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06921	29301033	tx	[3F]
06922	29301039	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06923	29301283	tx	[3F]
06924	29301289	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06925	29301532	tx	[3F]
06926	29301538	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06927	29301782	tx	[3F]
06928	29301790	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|WCO:0.000,0.000,0.000>\r
06929	29302033	tx	[3F]
06930	29302040	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|Ov:100,100,100>\r
06931	29302283	tx	[3F]
06932	29302289	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06933	29302533	tx	[3F]
06934	29302538	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06935	29302782	tx	[3F]
06936	29302787	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06937	29303032	tx	[3F]
06938	29303038	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06939	29303283	tx	[3F]
06940	29303288	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06941	29303532	tx	[3F]
06942	29303537	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06943	29303783	tx	[3F]
06944	29303788	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06945	29304033	tx	[3F]
06946	29304039	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06947	29304282	tx	[3F]
06948	29304290	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|WCO:0.000,0.000,0.000>\r
06949	29304533	tx	[3F]
06950	29304540	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|Ov:100,100,100>\r
06951	29304782	tx	[3F]
06952	29304788	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06953	29305033	tx	[3F]
06954	29305038	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06955	29305283	tx	[3F]
06956	29305289	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06957	29305533	tx	[3F]
06958	29305538	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06959	29305782	tx	[3F]
06960	29305788	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06961	29306033	tx	[3F]
06962	29306039	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06963	29306283	tx	[3F]
06964	29306288	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06965	29306532	tx	[3F]
06966	29306537	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06967	29306782	tx	[3F]
06968	29306790	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|WCO:0.000,0.000,0.000>\r
06969	29307033	tx	[3F]
06970	29307040	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|Ov:100,100,100>\r
06971	29307282	tx	[3F]
06972	29307288	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06973	29307533	tx	[3F]
06974	29307538	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06975	29307784	tx	[3F]
06976	29307789	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06977	29308033	tx	[3F]
06978	29308038	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06979	29308282	tx	[3F]
06980	29308288	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06981	29308532	tx	[3F]
06982	29308538	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06983	29308783	tx	[3F]
06984	29308788	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06985	29309033	tx	[3F]
06986	29309039	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06987	29309282	tx	[3F]
06988	29309289	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|WCO:0.000,0.000,0.000>\r
06989	29309532	tx	[3F]
06990	29309539	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|Ov:100,100,100>\r
06991	29309782	tx	[3F]
06992	29309790	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06993	29310033	tx	[3F]
06994	29310038	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06995	29310283	tx	[3F]
06996	29310290	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06997	29310532	tx	[3F]
06998	29310538	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
06999	29310788	tx	[3F]
07000	29310794	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07001	29311033	tx	[3F]
07002	29311038	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07003	29311283	tx	[3F]
07004	29311289	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07005	29311533	tx	[3F]
07006	29311538	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07007	29311782	tx	[3F]
07008	29311790	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|WCO:0.000,0.000,0.000>\r
07009	29312032	tx	[3F]
07010	29312039	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|Ov:100,100,100>\r
07011	29312282	tx	[3F]
07012	29312287	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07013	29312533	tx	[3F]
07014	29312539	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07015	29312782	tx	[3F]
07016	29312788	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07017	29313032	tx	[3F]
07018	29313038	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07019	29313283	tx	[3F]
07020	29313288	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07021	29313532	tx	[3F]
07022	29313537	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07023	29313784	tx	[3F]
07024	29313790	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07025	29314033	tx	[3F]
07026	29314038	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07027	29314282	tx	[3F]
07028	29314290	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|WCO:0.000,0.000,0.000>\r
07029	29314533	tx	[3F]
07030	29314539	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|Ov:100,100,100>\r
07031	29314783	tx	[3F]
07032	29314788	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07033	29315033	tx	[3F]
07034	29315038	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07035	29315284	tx	[3F]
07036	29315289	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07037	29315532	tx	[3F]
07038	29315537	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07039	29315782	tx	[3F]
07040	29315787	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07041	29316032	tx	[3F]
07042	29316038	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07043	29316283	tx	[3F]
07044	29316288	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07045	29316533	tx	[3F]
07046	29316538	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07047	29316782	tx	[3F]
07048	29316790	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|WCO:0.000,0.000,0.000>\r
07049	29317033	tx	[3F]
07050	29317040	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|Ov:100,100,100>\r
07051	29317283	tx	[3F]
07052	29317288	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07053	29317532	tx	[3F]
07054	29317538	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07055	29317782	tx	[3F]
07056	29317788	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07057	29318032	tx	[3F]
07058	29318037	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07059	29318282	tx	[3F]
07060	29318288	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07061	29318532	tx	[3F]
07062	29318538	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07063	29318782	tx	[3F]
07064	29318788	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07065	29319033	tx	[3F]
07066	29319038	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07067	29319283	tx	[3F]
07068	29319291	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|WCO:0.000,0.000,0.000>\r
07069	29319537	tx	[3F]
07070	29319544	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|Ov:100,100,100>\r
07071	29319783	tx	[3F]
07072	29319789	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07073	29320032	tx	[3F]
07074	29320037	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07075	29320282	tx	[3F]
07076	29320287	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07077	29320534	tx	[3F]
07078	29320539	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07079	29320783	tx	[3F]
07080	29320789	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07081	29321032	tx	[3F]
07082	29321041	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07083	29321283	tx	[3F]
07084	29321288	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07085	29321532	tx	[3F]
07086	29321541	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07087	29321783	tx	[3F]
07088	29321791	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|WCO:0.000,0.000,0.000>\r
07089	29322032	tx	[3F]
07090	29322039	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|Ov:100,100,100>\r
07091	29322282	tx	[3F]
07092	29322288	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07093	29322532	tx	[3F]
07094	29322539	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07095	29322782	tx	[3F]
07096	29322788	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07097	29323032	tx	[3F]
07098	29323038	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07099	29323282	tx	[3F]
07100	29323288	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07101	29323532	tx	[3F]
07102	29323543	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07103	29323782	tx	[3F]
07104	29323788	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07105	29324032	tx	[3F]
07106	29324048	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07107	29324283	tx	[3F]
07108	29324292	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|WCO:0.000,0.000,0.000>\r
07109	29324532	tx	[3F]
07110	29324540	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|Ov:100,100,100>\r
07111	29324783	tx	[3F]
07112	29324789	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07113	29325033	tx	[3F]
07114	29325038	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07115	29325283	tx	[3F]
07116	29325288	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07117	29325533	tx	[3F]
07118	29325538	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07119	29325783	tx	[3F]
07120	29325789	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07121	29326032	tx	[3F]
07122	29326038	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07123	29326282	tx	[3F]
07124	29326288	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07125	29326533	tx	[3F]
07126	29326538	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07127	29326784	tx	[3F]
07128	29326791	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|WCO:0.000,0.000,0.000>\r
07129	29327032	tx	[3F]
07130	29327039	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|Ov:100,100,100>\r
07131	29327283	tx	[3F]
07132	29327288	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07133	29327533	tx	[3F]
07134	29327539	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07135	29327782	tx	[3F]
07136	29327788	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07137	29328033	tx	[3F]
07138	29328038	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07139	29328283	tx	[3F]
07140	29328289	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07141	29328533	tx	[3F]
07142	29328538	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07143	29328782	tx	[3F]
07144	29328787	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07145	29329032	tx	[3F]
07146	29329038	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07147	29329282	tx	[3F]
07148	29329290	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|WCO:0.000,0.000,0.000>\r
07149	29329532	tx	[3F]
07150	29329539	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|Ov:100,100,100>\r
07151	29329782	tx	[3F]
07152	29329788	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07153	29330033	tx	[3F]
07154	29330038	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07155	29330282	tx	[3F]
07156	29330287	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07157	29330533	tx	[3F]
07158	29330538	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07159	29330783	tx	[3F]
07160	29330788	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07161	29331032	tx	[3F]
07162	29331038	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07163	29331283	tx	[3F]
07164	29331289	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07165	29331532	tx	[3F]
07166	29331537	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07167	29331783	tx	[3F]
07168	29331790	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|WCO:0.000,0.000,0.000>\r
07169	29332032	tx	[3F]
07170	29332039	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|Ov:100,100,100>\r
07171	29332282	tx	[3F]
07172	29332288	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07173	29332532	tx	[3F]
07174	29332538	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07175	29332783	tx	[3F]
07176	29332789	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07177	29333032	tx	[3F]
07178	29333038	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07179	29333282	tx	[3F]
07180	29333287	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07181	29333532	tx	[3F]
07182	29333538	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07183	29333782	tx	[3F]
07184	29333788	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07185	29334033	tx	[3F]
07186	29334039	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07187	29334283	tx	[3F]
07188	29334291	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|WCO:0.000,0.000,0.000>\r
07189	29334532	tx	[3F]
07190	29334539	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|Ov:100,100,100>\r
07191	29334783	tx	[3F]
07192	29334788	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07193	29335032	tx	[3F]
07194	29335038	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07195	29335283	tx	[3F]
07196	29335291	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07197	29335533	tx	[3F]
07198	29335539	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07199	29335783	tx	[3F]
07200	29335788	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07201	29336032	tx	[3F]
07202	29336038	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07203	29336283	tx	[3F]
07204	29336288	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07205	29336533	tx	[3F]
07206	29336540	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
07207	29336783	tx	[3F]
